tengu_claude_in_chrome_setup_failed	platform
tengu_claude_install_command	forced,has_version
tengu_claude_md_includes_dialog_shown	<no-static-fields>
tengu_claude_md_permission_error	has_home_dir,is_access_error
tengu_claude_rules_md_permission_error	has_home_dir,is_access_error
tengu_claudeai_limits_status_changed	hoursTillReset,isUsingOverage,previousStatus,rateLimitType,status,unifiedRateLimitFallbackAvailable
tengu_claudeai_mcp_auth_completed	success
tengu_claudeai_mcp_auth_started	<no-static-fields>
tengu_claudeai_mcp_clear_auth_completed	<no-static-fields>
tengu_claudeai_mcp_clear_auth_started	<no-static-fields>
tengu_claudeai_mcp_eligibility	attempts,state,status
tengu_claudeai_mcp_reconnect	success
tengu_claudeai_mcp_toggle	new_state
tengu_claudemd__initial_load	automem_count,duration_ms,file_count,local_count,managed_count,project_count,total_content_length,user_count
tengu_cleanup_throttle_marker	code,errno,marker,verdict
tengu_cli_flags	flag_count,flags
tengu_client_data_cache_key	legacy_fallback,slot_changed,slot_hit,slot_stale
tengu_closed_issue_notice_shown	newClosedIssueCount,totalClosedIssueCount
tengu_code_indexing_tool_used	source,success,tool
tengu_code_prompt_ignored	<no-static-fields>
tengu_code_review_routed	agent_tool_available,effort_level,effort_source,finder_budget,has_comment,has_fix,has_target,is_ultra_fallback,low_variant,model_family,routed_to_workflow,threaded_effort,uses_report_findings_tool
tengu_compact	autoCompactThreshold,compactionCacheCreationTokens,compactionCacheReadTokens,compactionInputTokens,compactionOutputTokens,compactionTotalTokens,isAutoCompact,isRecompactionInChain,postCompactTokenCount,preCompactTokenCount,previousCompactTurnId,promptCacheSharingEnabled,queryChainId,queryDepth,querySource,stripNonEssential,truePostCompactTokenCount,turnsSincePreviousCompact,willRetriggerNextTurn
tengu_compact_cache_sharing_fallback	assistantErrorKind,assistantTextLength,forkAssistantMessageCount,lastAssistantKind,preCompactTokenCount,reason,stopReason
tengu_compact_cache_sharing_success	cacheCreationInputTokens,cacheHitRate,cacheReadInputTokens,forkAssistantMessageCount,outputTokens,preCompactTokenCount
tengu_compact_credits_clamp_rescue	attempts,outcome
tengu_compact_failed	errorPrefix,hasStartedStreaming,preCompactTokenCount,promptCacheSharingEnabled,ptlAttempts,reason
tengu_compact_preserved_unanchored	preservedCount
tengu_compact_ptl_retry	attempt,droppedMessages,path,remainingMessages
tengu_concurrent_onquery_detected	<no-static-fields>
tengu_concurrent_onquery_enqueued	<no-static-fields>
tengu_concurrent_sessions	num_sessions
tengu_config_auth_loss_prevented	<no-static-fields>
tengu_config_auto_repaired	file_size_before,had_cached_auth
tengu_config_cache_stats	cache_hits,cache_misses,hit_rate
tengu_config_changed	key,setting,value
tengu_config_fallback_write	caller,disk_ok
tengu_config_lock_contention	lock_time_ms
tengu_config_model_changed	from_model,to_model
tengu_config_parse_error	file_size,had_cached_auth,has_timestamped_backup
tengu_config_shorthand	key_hash,matched
tengu_config_stale_write	read_mtime,read_size,write_mtime,write_size
tengu_content_block_healed	action,blockType,messageID,missingSignature,missingText,missingThinking,request_id
tengu_context_hint_busy_fallback	requestId,status
tengu_context_hint_reject	mcApplied,mcTokensSaved,postCompactTokenEstimate,preCompactTokenEstimate,requestId,tokensSaved
tengu_context_size	claude_md_size,git_status_size,has_user_email,mcp_servers_count,mcp_tools_count,mcp_tools_tokens,non_mcp_tools_count,non_mcp_tools_tokens,project_file_count_rounded,total_context_size
tengu_context_window_exceeded	max_tokens,output_tokens
tengu_continue	entrypoint,resume_duration_ms,success
tengu_continue_print	<no-static-fields>
tengu_conversation_forked	has_custom_title,message_count
tengu_conversation_rewind	messagesRemoved,postRewindMessageCount,preRewindMessageCount,rewindToMessageIndex,source
tengu_convolute_arcades_retry	armed_at_trigger,continuation,credit_minted,had_empty_input_tool_use,had_partial_text,partial_text_chars,queryChainId,queryDepth,querySource,request_id,salvaged_tool_use_count
tengu_convolute_arcades_retry_outcome	outcome,queryChainId,queryDepth,querySource
tengu_convolute_arcades_tools	aborted,compensated_removes,completed_before_event,queued_never_started
tengu_coordinator_mode_switched	to
tengu_copper_lantern	<no-static-fields>
tengu_copy	always,block_count,message_age,selected_block,write_shortcut
tengu_cost_threshold_acknowledged	<no-static-fields>
tengu_cost_threshold_reached	<no-static-fields>
tengu_cross_session_inbound_changed	source,value
tengu_custom_keybindings_loaded	user_binding_count
tengu_daemon_config_reload	restarted,started,stopped
tengu_daemon_exit	cause,ever_had_keep_alive,lease_count,live_handles,origin,uptime_ms
tengu_daemon_idle_exit	cfg_workers,grace_ms,never_had_client
tengu_daemon_lease	label,op
tengu_daemon_peer_uid_reject	<no-static-fields>
tengu_daemon_self_restart_on_upgrade	<no-static-fields>
tengu_daemon_start	origin,worker_count,worker_kinds
tengu_daemon_upgrade_refused_stale_binary	<no-static-fields>
tengu_daemon_worker_crash	consecutive,exit_code,uptime_ms,worker_kind
tengu_daemon_worker_permanent_exit	exit_code,uptime_ms,worker_kind
tengu_daemon_yield	displaced,displaced_by_pid
tengu_daemon_yield_takeover	new_origin,ok
tengu_dead_probe_adopt_ticks_token	site
tengu_dead_probe_bg_legacy_op	op
tengu_dead_probe_hook_updated_mcp_tool_output	with_new_field
tengu_dead_probe_include_coauthored_by	site
tengu_dead_probe_iterm2_crash_restore	has_backup_path
tengu_dead_probe_legacy_local_settings	site
tengu_dead_probe_legacy_plugin_tip_counts	changes_max,changes_outcome
tengu_dead_probe_legacy_progress_bridge	signal
tengu_dead_probe_tool_alias_exec	alias,tool
tengu_deep_link_opened	has_prefill,has_repo
tengu_default_view_setting_changed	value
tengu_defer_cap_refused_queued	queue_len,wait_ms
tengu_defer_cap_refused_restartable	restartable_count,wait_ms
tengu_deferred_tool_schema_not_sent	isMcp,toolName
tengu_deferred_tools_pool_change	addedCount,attachmentCount,attachmentTypesSeen,callSite,dtdCount,failedChanged,failedCount,lastFailedCount,lastNeedsAuthCount,lastPendingCount,messagesLength,needsAuthChanged,needsAuthCount,pendingChanged,pendingCount,priorAnnouncedCount,querySource,readdedCount,removedCount,unlistedCount
tengu_design_oauth_login_error	<no-static-fields>
tengu_design_oauth_login_success	<no-static-fields>
tengu_design_oauth_manual_entry	<no-static-fields>
tengu_device_bash_cancelled	duration_ms
tengu_device_bash_failed	<no-static-fields>
tengu_device_bash_output_limit	<no-static-fields>
tengu_device_bash_refused	reason
tengu_device_bash_served	duration_ms,exit_zero,output_lost,output_truncated
tengu_device_bash_timed_out	timeout_ms
tengu_device_bind_account	source
tengu_device_bind_attach	outcome
tengu_device_bind_failed	limit_reached,phase,reason,registration_unavailable,status
tengu_device_bind_prepared	dropped_env_vars,dropped_events
tengu_device_bind_skipped	reason
tengu_device_bind_title_latched	success
tengu_device_bridge_closed	code,phase,superseded
